"id","company","car_model","year","fuel_type","kilo_driven","predicted_price"
"1225","Volkswagen","Volkswagen Vento IPL II Diesel Trendline",2014,"Diesel",110000,"280000.00"
"1226","Maruti","Maruti Swift VXi BSIV",2011,"Petrol",100000,"337500.00"
"1227","Skoda","Skoda Fabia 1.2 TDI Active",2014,"Diesel",60000,"275000.00"
"1228","Toyota","Toyota Corolla Altis G",2014,"Petrol",40000,"500000.00"
"1229","Ford","Ford Fiesta 1.6 Duratec S",2013,"Petrol",70000,"300000.00"
"1230","Maruti","Maruti Wagon R VXI Plus Optional",2020,"Petrol",19000,"380000.00"
"1231","Maruti","Maruti Zen Estilo LXI Green (CNG)",2013,"CNG",68000,"127500.00"
"1232","Tata","Tata Bolt Revotron XE",2019,"Petrol",90000,"300000.00"
"1233","Skoda","Skoda Rapid Monte Carlo 1.6 MPI AT BSIV",2020,"Petrol",44500,"850000.00"
"1234","Tata","Tata New Safari 4X2",2010,"Petrol",80000,"550000.00"
"1235","Renault","Renault Duster Petrol RxL",2016,"Petrol",100000,"400000.00"
"1236","Maruti","Maruti Omni CNG",2010,"CNG",100000,"45000.00"
"1237","Tata","Tata Indica Vista Terra TDI BSIII",2012,"Diesel",89255,"145000.00"
"1238","Honda","Honda Mobilio S i VTEC",2018,"Petrol",23000,"550000.00"
"1239","Renault","Renault KWID RXE",2021,"Petrol",5550,"272500.00"
"1240","Kia","Kia Seltos HTK Plus AT D",2022,"Diesel",10000,"1300000.00"
"1241","Maruti","Maruti Eeco CNG 5 Seater AC BSIV",2022,"CNG",10000,"478333.33"
"1242","Maruti","Maruti Ciaz ZDi Plus SHVS",2020,"Diesel",50000,"749666.67"
"1243","Mahindra","Mahindra Renault Logan 1.5 DLE Diesel",2010,"Diesel",110000,"125000.00"
"1244","Ford","Ford Ikon 1.4 TDCi DuraTorq",2012,"Diesel",100000,"130000.00"
"1245","Tata","Tata Tiago XT",2019,"Petrol",41000,"335000.00"
"1246","Ford","Ford Endeavour Titanium Plus 4X4",2020,"Diesel",60000,"2662500.00"
"1247","Honda","Honda City V AT",2014,"Petrol",97000,"434999.00"
"1248","Honda","Honda City i VTEC S",2017,"Petrol",60000,"500000.00"
"1249","Ford","Ford Ecosport 1.5 Ti VCT AT Titanium",2017,"Petrol",48000,"475000.00"
"1250","Volkswagen","Volkswagen Jetta 2.0L TDI Comfortline",2015,"Diesel",80000,"705000.00"
"1251","Ford","Ford Fiesta 1.4 ZXi Leather",2010,"Petrol",170000,"100000.00"
"1252","Audi","Audi A6 2.7 TDI",2013,"Diesel",46000,"850000.00"
"1253","Maruti","Maruti Wagon R VXI BSII",2009,"Petrol",80000,"75000.00"
"1254","Maruti","Maruti Wagon R CNG LXI",2016,"CNG",59100,"310000.00"
"1255","Honda","Honda Jazz 1.2 V i VTEC",2019,"Petrol",31200,"540000.00"
"1256","Maruti","Maruti Ciaz VDi Plus SHVS",2019,"Diesel",51000,"683000.00"
"1257","Audi","Audi A4 2.0 TDI",2014,"Diesel",58000,"1295000.00"
"1258","Maruti","Maruti Vitara Brezza ZDi Plus Dual Tone",2021,"Diesel",10000,"980000.00"
"1259","Maruti","Maruti Ritz VXI",2014,"Petrol",80000,"200000.00"
"1260","Hyundai","Hyundai Accent GLS 1.6 ABS",2009,"Petrol",75000,"90000.00"
"1261","Mahindra","Mahindra Scorpio BSIV",2021,"Diesel",60000,"853500.00"
"1262","Chevrolet","Chevrolet Aveo 1.4",2010,"Petrol",70000,"85000.00"
"1263","Volkswagen","Volkswagen Polo 1.2 MPI Highline",2017,"Petrol",40000,"425000.00"
"1264","BMW","BMW 5 Series 530i",2009,"Petrol",110000,"480000.00"
"1265","Maruti","Maruti S-Cross Delta DDiS 200 SH",2022,"Diesel",10000,"950000.00"
"1266","Volkswagen","Volkswagen Vento Diesel Trendline",2014,"Diesel",70000,"262500.00"
"1267","Maruti","Maruti Swift Dzire LDi",2015,"Diesel",120000,"287500.00"
"1268","Skoda","Skoda Laura Ambiente",2011,"Diesel",120000,"190000.00"
"1269","Maruti","Maruti Celerio ZDi",2018,"Diesel",120000,"350000.00"
"1270","Ford","Ford Fiesta 1.6 Duratec EXI Ltd",2011,"Petrol",80000,"120000.00"
"1271","Hyundai","Hyundai Santro Xing XK",2010,"Petrol",55000,"70000.00"
"1272","Datsun","Datsun GO Plus Remix Limited Edition",2019,"Petrol",35000,"300000.00"
"1273","Toyota","Toyota Innova 2.5 G3",2013,"Diesel",120000,"450000.00"
"1274","Hyundai","Hyundai Xcent 1.2 VTVT S AT",2018,"Petrol",41025,"471000.00"
"1275","Hyundai","Hyundai EON Magna",2015,"Petrol",53122,"237500.00"
"1276","Maruti","Maruti Alto 800 LXI CNG",2016,"CNG",64111,"245000.00"
"1277","Volkswagen","Volkswagen Vento 1.6 Highline",2015,"Petrol",84775,"443499.50"
"1278","Tata","Tata Nano Twist XE",2017,"Petrol",44416,"120000.00"
"1279","Ford","Ford Figo Aspire 1.5 TDCi Ambiente ABS",2020,"Diesel",100000,"550000.00"
"1280","OpelCorsa","OpelCorsa 1.4 GL",2005,"Petrol",100000,"35000.00"
"1281","Mahindra","Mahindra XUV500 W7 BSIV",2021,"Diesel",20000,"1275000.00"
"1282","Maruti","Maruti Ciaz 1.4 Zeta",2020,"Petrol",46000,"680000.00"
"1283","Toyota","Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV",2011,"Diesel",89600,"590000.00"
"1284","Tata","Tata Nano CX",2017,"Petrol",40000,"55000.00"
"1285","Tata","Tata Tiago 1.05 Revotorq XM",2020,"Diesel",50000,"260000.00"
"1286","Tata","Tata Zest Quadrajet 1.3",2019,"Diesel",70000,"250000.00"
"1287","Ford","Ford Figo Petrol EXI",2017,"Petrol",90000,"350000.00"
"1288","Honda","Honda Amaze S i-DTEC",2019,"Diesel",90000,"475000.00"
"1289","Chevrolet","Chevrolet Sail Hatchback 1.3 TCDi",2018,"Diesel",40000,"281000.00"
"1290","Hyundai","Hyundai Elite i20 Petrol Magna Exective",2021,"Petrol",11000,"550000.00"
"1291","Chevrolet","Chevrolet Enjoy TCDi LT 8 Seater",2017,"Diesel",110000,"425000.00"
"1292","Maruti","Maruti Wagon R VXI AMT",2020,"Petrol",19890,"420000.00"
"1293","Ford","Ford Figo Trend",2019,"Petrol",34982,"415000.00"
"1294","Hyundai","Hyundai Tucson 2.0 e-VGT 2WD AT GL",2021,"Diesel",40000,"1600000.00"
"1295","Hyundai","Hyundai i20 1.2 Asta Dual Tone",2021,"Petrol",25000,"740000.00"
"1296","Datsun","Datsun RediGO SV 1.0",2022,"Petrol",1300,"350000.00"
"1297","Datsun","Datsun GO T BSIV",2017,"Petrol",40000,"265000.00"
"1298","Chevrolet","Chevrolet Captiva 2.0L VCDi",2014,"Diesel",76000,"400000.00"
"1299","Tata","Tata New Safari 3L Dicor LX 4x2",2011,"Diesel",120000,"300000.00"
"1300","Hyundai","Hyundai Grand i10 CRDi Asta",2018,"Diesel",70000,"300000.00"
"1301","Honda","Honda BRV i-DTEC V MT",2020,"Diesel",30000,"1250000.00"
"1302","Toyota","Toyota Fortuner 3.0 Diesel",2013,"Diesel",180000,"1257500.00"
"1303","Mahindra","Mahindra Verito 1.5 D2 BSIII",2017,"Diesel",30000,"191666.67"
"1304","Hyundai","Hyundai Verna 1.6 i ABS",2012,"Petrol",60000,"200000.00"
"1305","Volvo","Volvo XC60 D3 Kinetic",2015,"Diesel",115992,"1750000.00"
"1306","Hyundai","Hyundai i20 Asta Option 1.2",2019,"Petrol",25000,"600000.00"
"1307","Tata","Tata Xenon XT EX 4X4",2013,"Diesel",70000,"150000.00"
"1308","Volkswagen","Volkswagen Vento Petrol Highline",2014,"Petrol",60000,"375000.00"
"1309","Chevrolet","Chevrolet Beat LT LPG",2014,"LPG",110000,"200000.00"
"1310","Maruti","Maruti Ciaz VDi",2018,"Diesel",90658,"550000.00"
"1311","Datsun","Datsun GO T Option BSIV",2018,"Petrol",25000,"210000.00"
"1312","Mercedes-Benz","Mercedes-Benz E-Class E250 Edition E",2016,"Diesel",81000,"1451000.00"
"1313","Hyundai","Hyundai Verna SX AT Diesel",2012,"Diesel",75000,"245000.00"
"1314","Mahindra","Mahindra XUV500 AT W10 1.99 mHawk",2020,"Diesel",65500,"1150000.00"
"1315","Tata","Tata Indigo GLE BSIII",2011,"Petrol",42000,"110000.00"
"1316","Maruti","Maruti Swift 1.3 LXI",2010,"Petrol",80000,"73000.00"
"1317","Hyundai","Hyundai Elantra 2.0 SX AT",2021,"Petrol",10000,"1575000.00"
"1318","Maruti","Maruti S-Cross Sigma DDiS 200 SH",2020,"Diesel",41000,"690000.00"
"1319","Chevrolet","Chevrolet Sail LS ABS",2017,"Diesel",40000,"375000.00"
"1320","Honda","Honda City 1.5 V Elegance",2015,"Petrol",63000,"480000.00"
"1321","Maruti","Maruti Grand Vitara MT",2010,"Petrol",145000,"479000.00"
"1322","Tata","Tata Manza Club Class Quadrajet90 EX",2015,"Diesel",60000,"270000.00"
"1323","Tata","Tata Tiago 1.05 Revotorq XZ Plus",2021,"Diesel",35000,"400000.00"
"1324","Fiat","Fiat Linea T Jet Plus",2014,"Petrol",20000,"500000.00"
"1325","Honda","Honda Civic 1.8 V MT",2011,"Petrol",90000,"335000.00"
"1326","Hyundai","Hyundai Grand i10 1.2 Kappa Sportz AT",2022,"Petrol",1100,"575000.00"
"1327","Hyundai","Hyundai Venue SX Opt Turbo BSIV",2023,"Petrol",1100,"1050000.00"
"1328","Ford","Ford Figo 1.5D Ambiente ABS MT",2019,"Diesel",60000,"350000.00"
"1329","Renault","Renault Duster 110PS Diesel RxZ Plus",2015,"Diesel",70000,"370000.00"
"1330","Ford","Ford Figo Aspire 1.5 Ti-VCT Titanium",2020,"Petrol",44077,"570000.00"
"1331","Maruti","Maruti Ciaz S 1.3",2021,"Diesel",30000,"850000.00"
"1332","Mahindra","Mahindra Ingenio CRDe",2018,"Diesel",210000,"210000.00"
"1333","Volkswagen","Volkswagen Vento 1.5 Highline Plus AT 16 Alloy",2020,"Diesel",110000,"710000.00"
"1334","Toyota","Toyota Corolla Altis 1.8 GL",2022,"Petrol",20000,"1500000.00"
"1335","Audi","Audi A4 1.8 TFSI",2015,"Petrol",60000,"1200000.00"
"1336","Toyota","Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII",2015,"Diesel",250000,"300000.00"
"1337","Ambassador","Ambassador Grand 1800 ISZ MPFI PW CL",2015,"Petrol",50000,"430000.00"
"1338","Skoda","Skoda Laura Ambiente 2.0 TDI CR AT",2015,"Diesel",48500,"450000.00"
"1339","Mahindra","Mahindra Xylo Celebration Edition BSIV",2013,"Diesel",240000,"200000.00"
"1340","Volkswagen","Volkswagen CrossPolo 1.2 MPI",2019,"Petrol",110000,"350000.00"
"1341","Maruti","Maruti Ertiga VXI Petrol",2021,"Petrol",50000,"800000.00"
"1342","Hyundai","Hyundai Xcent 1.1 CRDi S",2019,"Diesel",175000,"270000.00"
"1343","Hyundai","Hyundai i20 1.2 Magna Executive",2020,"Petrol",60000,"537500.00"
"1344","Maruti","Maruti Swift Star VDI",2016,"Diesel",55000,"250000.00"
"1345","Hyundai","Hyundai i10 Magna 1.1 iTech SE",2018,"Petrol",48000,"300000.00"
"1346","Skoda","Skoda Laura Elegance 2.0 TDI CR AT",2022,"Diesel",105000,"475000.00"
"1347","Ford","Ford EcoSport 1.5 Diesel Trend BSIV",2020,"Diesel",50000,"770500.00"
"1348","Maruti","Maruti Celerio ZXI AMT BSIV",2021,"Petrol",10000,"500000.00"
"1349","Hyundai","Hyundai EON Magna Plus Option",2021,"Petrol",25000,"320000.00"
"1350","Tata","Tata Tiago 1.2 Revotron XT",2021,"Petrol",80000,"395000.00"
"1351","Hyundai","Hyundai Grand i10 Asta Option AT",2020,"Petrol",19000,"525000.00"
"1352","Ford","Ford Endeavour 2.5L 4X2",2014,"Diesel",224642,"500000.00"
"1353","Maruti","Maruti Ignis 1.2 AMT Alpha BSIV",2021,"Petrol",25000,"700000.00"
"1354","Tata","Tata Nexon 1.5 Revotorq XM",2022,"Diesel",25000,"800000.00"
"1355","Ford","Ford Fiesta 1.4 ZXi Duratec",2013,"Petrol",110000,"150000.00"
"1356","Maruti","Maruti Esteem AX",2000,"Petrol",70000,"79000.00"
"1357","Honda","Honda Amaze V Diesel BSIV",2021,"Diesel",20000,"844999.00"
"1358","Skoda","Skoda Rapid 1.5 TDI Ambition",2019,"Diesel",93000,"530000.00"
"1359","Tata","Tata Indica Vista Aqua 1.3 Quadrajet BSIV",2014,"Diesel",66000,"180000.00"
"1360","Hyundai","Hyundai Creta 1.6 SX",2022,"Petrol",1200,"1200000.00"
"1361","Hyundai","Hyundai i10 Sportz AT",2014,"Petrol",134444,"180000.00"
"1362","Mahindra","Mahindra Bolero SLX 4WD BSIII",2014,"Diesel",110000,"450000.00"
"1363","Mahindra","Mahindra Scorpio S9 BSIV",2022,"Diesel",35000,"1350000.00"
"1364","Honda","Honda City 1.3 DX",2006,"Petrol",165000,"120000.00"
"1365","Tata","Tata Nano Lx BSIII",2014,"Petrol",60000,"65000.00"
"1366","Maruti","Maruti 800 AC Uniq",2012,"Petrol",30000,"80000.00"
"1367","Mahindra","Mahindra Scorpio VLX 2WD AT BSIV",2012,"Diesel",155000,"275000.00"
"1368","Land","Land Rover Range Rover Evoque 2.2L Dynamic",2015,"Diesel",149000,"2349000.00"
"1369","Tata","Tata Spacio SA 6 Seater",2012,"Diesel",75000,"210000.00"
"1370","Hyundai","Hyundai Verna 1.4 CRDi",2017,"Diesel",50000,"550000.00"
"1371","Mercedes-Benz","Mercedes-Benz E-Class 280 CDI",2010,"Diesel",76731,"900000.00"
"1372","Maruti","Maruti Swift ZDI",2019,"Diesel",64000,"685000.00"
"1373","Nissan","Nissan Micra Active XV",2017,"Petrol",63840,"357499.50"
"1374","Fiat","Fiat Linea Active (Diesel)",2014,"Diesel",80000,"190000.00"
"1375","Fiat","Fiat Punto 1.4 Emotion",2013,"Petrol",100000,"165000.00"
"1376","Ford","Ford EcoSport 1.5 Diesel Trend Plus BSIV",2020,"Diesel",40000,"710000.00"
"1377","Renault","Renault Duster 110PS Diesel RxZ AWD",2020,"Diesel",60000,"700000.00"
"1378","Hyundai","Hyundai Verna Transform VTVT",2013,"Petrol",70000,"229999.00"
"1379","Maruti","Maruti Gypsy King Hard Top Ambulance BSIV",2008,"Petrol",70000,"300000.00"
"1380","Ford","Ford Fiesta 1.4 SXi TDCi",2012,"Diesel",180000,"80000.00"
"1381","Maruti","Maruti Baleno Zeta Automatic",2021,"Petrol",26000,"700000.00"
"1382","Tata","Tata Indica Vista Terra Quadrajet 1.3L BS IV",2013,"Diesel",87000,"85000.00"
"1383","Toyota","Toyota Etios VXD",2018,"Diesel",55000,"610000.00"
"1384","Mahindra","Mahindra Xylo E9",2015,"Diesel",295000,"300000.00"
"1385","Toyota","Toyota Etios Liva VX",2015,"Petrol",70000,"269000.00"
"1386","Mahindra","Mahindra Xylo H4",2022,"Diesel",15000,"599000.00"
"1387","Ford","Ford Classic 1.4 Duratorq LXI",2016,"Diesel",35000,"250000.00"
"1388","Chevrolet","Chevrolet Aveo U-VA 1.2",2010,"Petrol",110000,"80000.00"
"1389","Honda","Honda Jazz 1.5 S i DTEC",2019,"Diesel",65000,"495000.00"
"1390","Toyota","Toyota Innova 2.5 GX 8 STR BSIV",2012,"Diesel",347089,"439333.33"
"1391","Tata","Tata New Safari DICOR 2.2 VX 4x2",2013,"Diesel",34500,"210000.00"
"1392","Fiat","Fiat Grande Punto EVO 90HP 1.3 Sport",2017,"Diesel",90000,"250000.00"
"1393","Fiat","Fiat Grande Punto Emotion 90Hp",2016,"Diesel",80000,"250000.00"
"1394","Ford","Ford Fiesta Classic 1.6 Duratec CLXI",2015,"Petrol",38000,"350000.00"
"1395","Tata","Tata Sumo Gold EX BSIII",2018,"Diesel",55250,"449500.00"
"1396","Maruti","Maruti A-Star AT VXI",2015,"Petrol",70000,"150000.00"
"1397","Nissan","Nissan Terrano XL Plus ICC WT20 SE",2019,"Diesel",60000,"1000000.00"
"1398","Hyundai","Hyundai Accent Executive CNG",2015,"CNG",67000,"162500.00"
"1399","Hyundai","Hyundai Creta 1.6 E Plus",2021,"Petrol",12500,"850000.00"
"1400","Audi","Audi A6 2.8 FSI",2011,"Petrol",70000,"650000.00"
"1401","Hyundai","Hyundai Xcent 1.2 CRDi S",2021,"Diesel",70000,"450000.00"
"1402","Hyundai","Hyundai Santa Fe 4X4",2014,"Diesel",220000,"800000.00"
"1403","Honda","Honda Amaze E i-Vtech",2018,"Petrol",80000,"360000.00"
"1404","Mahindra","Mahindra Thar 4X2",2014,"Diesel",120000,"450000.00"
"1405","Maruti","Maruti Swift Dzire LXI Option",2017,"Petrol",60000,"150000.00"
"1406","Hyundai","Hyundai i20 1.2 Asta Option",2020,"Petrol",65000,"630000.00"
"1407","Maruti","Maruti Baleno RS 1.0 Petrol",2021,"Petrol",63000,"550000.00"
"1408","Skoda","Skoda Superb LK 1.8 TSI AT",2015,"Petrol",60000,"650000.00"
"1409","Volkswagen","Volkswagen Jetta 1.9 TDI Comfortline DSG",2012,"Diesel",134000,"260000.00"
"1410","Volkswagen","Volkswagen Vento 1.5 TDI Highline AT",2019,"Diesel",48980,"724000.00"
"1411","Honda","Honda Amaze VX AT i-Vtech",2017,"Petrol",46000,"440000.00"
"1412","Maruti","Maruti Baleno Delta Diesel",2018,"Diesel",58000,"511000.00"
"1413","Tata","Tata Winger Deluxe - Hi Roof (AC)",2014,"Diesel",180000,"300000.00"
"1414","Datsun","Datsun RediGO AMT 1.0 S",2021,"Petrol",25000,"300000.00"
"1415","Nissan","Nissan Sunny XL D",2021,"Diesel",70000,"362500.00"
"1416","Honda","Honda Jazz Select Edition",2020,"Petrol",14000,"585000.00"
"1417","Maruti","Maruti Swift Dzire AMT VXI",2021,"Petrol",13800,"625000.00"
"1418","Hyundai","Hyundai Creta 1.6 SX Automatic",2020,"Petrol",23000,"1035000.00"
"1419","Mercedes-Benz","Mercedes-Benz E-Class 280 CDI Elegance",2011,"Diesel",98600,"795000.00"
"1420","Audi","Audi RS7 2015-2019 Sportback Performance",2019,"Petrol",13000,"8900000.00"
"1421","MG","MG Hector Smart AT",2022,"Petrol",18000,"1860000.00"
"1422","Land","Land Rover Range Rover 4.4 Diesel LWB Vogue SE",2013,"Diesel",100000,"4200000.00"
"1423","Honda","Honda City VX CVT",2018,"Petrol",58000,"850000.00"
"1424","Volkswagen","Volkswagen Polo GT 1.0 TSI",2022,"Petrol",24000,"950000.00"
"1425","Tata","Tata Bolt Revotron XM",2018,"Petrol",30000,"375000.00"
"1426","Datsun","Datsun GO Plus T Option",2020,"Petrol",80000,"350000.00"
"1427","Mahindra","Mahindra XUV500 AT W6 2WD",2020,"Diesel",40000,"1300000.00"
"1428","Hyundai","Hyundai EON Era Plus Sports Edition",2017,"Petrol",55000,"280000.00"
"1429","Skoda","Skoda Rapid 1.6 MPI AT Ambition BSIV",2020,"Petrol",15000,"900000.00"
"1430","Ambassador","Ambassador CLASSIC 1500 DSL AC",2008,"Diesel",50000,"120000.00"
"1431","Maruti","Maruti Gypsy King HT BSIV",2004,"Petrol",49359,"409999.00"
"1432","Toyota","Toyota Innova 2.5 EV Diesel MS 7 Str BSIII",2013,"Diesel",120000,"400000.00"
"1433","Mahindra","Mahindra Renault Logan 1.5 DLX Diesel",2010,"Diesel",90000,"150000.00"
"1434","Tata","Tata Aria Pleasure 4x2",2015,"Diesel",70000,"360000.00"
"1435","Honda","Honda City i-DTEC ZX",2020,"Diesel",38000,"1025000.00"
"1436","Honda","Honda City i VTEC VX",2020,"Petrol",41000,"919999.00"
"1437","Honda","Honda Jazz 1.5 V i DTEC",2021,"Diesel",15000,"700000.00"
"1438","Ford","Ford EcoSport 1.5 Ti VCT MT Titanium BSIV",2020,"Petrol",18054,"750000.00"
"1439","Tata","Tata Indigo CS eLS BS IV",2014,"Diesel",120000,"180000.00"
"1440","Ford","Ford Fiesta 1.4 SXi TDCi ABS",2011,"Diesel",120000,"270000.00"
"1441","Mahindra","Mahindra Xylo H8 ABS with Airbags",2021,"Diesel",70000,"1100000.00"
"1442","Skoda","Skoda Rapid 1.6 TDI PRESTIGE",2016,"Diesel",88000,"430000.00"
"1443","Mercedes-Benz","Mercedes-Benz GLS 2016-2020 350d 4MATIC",2019,"Diesel",77350,"5500000.00"
"1444","Mahindra","Mahindra Xylo E6",2012,"Diesel",68350,"400000.00"
"1445","Fiat","Fiat Palio 1.2 Sport",2010,"Petrol",50000,"125000.00"
"1446","Fiat","Fiat Punto EVO 1.3 Dynamic",2019,"Diesel",35000,"500000.00"
"1447","Volkswagen","Volkswagen Jetta 1.9 TDI Trendline",2012,"Diesel",140000,"940000.00"
"1448","Toyota","Toyota Corolla H2",2008,"Petrol",100000,"175000.00"
"1449","Maruti","Maruti Zen LX - BS III",2009,"Petrol",105700,"70000.00"
"1450","Maruti","Maruti Celerio VXI Optional",2020,"Petrol",14000,"430999.00"
"1451","Maruti","Maruti Alto 800 LXI Optional",2022,"Petrol",28000,"335000.00"
"1452","Maruti","Maruti Alto 800 LXI Opt BSIV",2021,"Petrol",56000,"315000.00"
"1453","Volkswagen","Volkswagen Vento 1.5 TDI Highline Plus AT BSIV",2022,"Diesel",35000,"1100000.00"
"1454","Maruti","Maruti Alto K10 VXI Optional",2017,"Petrol",64000,"285000.00"
"1455","Volvo","Volvo XC 90 D5 Inscription BSIV",2020,"Diesel",80000,"4500000.00"
"1456","Mahindra","Mahindra TUV 300 T10 Dual Tone",2021,"Diesel",40000,"784000.00"
"1457","Honda","Honda Jazz 1.2 S i VTEC",2020,"Petrol",50000,"500000.00"
"1458","Mahindra","Mahindra XUV500 W7 AT BSIV",2021,"Diesel",50000,"1400000.00"
"1459","Mahindra","Mahindra Thar CRDe AC",2017,"Diesel",100000,"600000.00"
"1460","Hyundai","Hyundai Verna 1.6 CRDi AT SX",2020,"Diesel",31000,"1050000.00"
"1461","Toyota","Toyota Etios Liva GD SP",2015,"Diesel",120000,"280000.00"
"1462","Mahindra","Mahindra Verito Vibe 1.5 dCi D6",2018,"Diesel",40000,"280000.00"
"1463","Ford","Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV",2018,"Petrol",48238,"750000.00"
"1464","Tata","Tata Harrier XE",2023,"Diesel",1000,"426000.00"
"1465","Hyundai","Hyundai Xcent 1.2 CRDi SX",2018,"Diesel",55000,"399000.00"
"1466","Fiat","Fiat Linea Emotion (Diesel)",2014,"Diesel",60000,"225000.00"
"1467","Chevrolet","Chevrolet Sail 1.3 LS",2016,"Diesel",56000,"290000.00"
"1468","Toyota","Toyota Camry Hybrid",2009,"Electric",62000,"310000.00"
"1469","Skoda","Skoda Octavia Ambiente 1.9 TDI MT",2005,"Diesel",116000,"90000.00"
"1470","Honda","Honda City Edge Edition Diesel SV",2021,"Diesel",40000,"830000.00"
"1471","Ford","Ford Ecosport 1.5 DV5 MT Trend",2021,"Diesel",37161,"800000.00"
"1472","Chevrolet","Chevrolet Tavera Neo 3 9 Str BSIII",2019,"Diesel",120000,"500000.00"
"1473","Honda","Honda Accord 2.4 AT",2012,"Petrol",40000,"428000.00"
"1474","Maruti","Maruti Ertiga SHVS LDI",2020,"Diesel",40000,"500000.00"
"1475","Ford","Ford Ecosport 1.5 Diesel Titanium Plus",2022,"Diesel",6590,"1250000.00"
"1476","Ford","Ford Figo 1.5 Sports Edition MT",2020,"Diesel",43235,"600000.00"
"1477","Ford","Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV",2021,"Diesel",50699,"925000.00"
"1478","Ford","Ford Figo Aspire 1.5 TDCi Titanium Plus",2018,"Diesel",140730,"459999.00"
"1479","Toyota","Toyota Qualis FS B3",2004,"Diesel",256000,"150000.00"
"1480","Mahindra","Mahindra Scorpio VLX 2WD BSIII",2011,"Diesel",120000,"295000.00"
"1481","Honda","Honda City i DTec V",2020,"Diesel",50000,"950000.00"
"1482","Honda","Honda City i-DTEC VX",2020,"Diesel",30000,"1000000.00"
"1483","Nissan","Nissan Terrano XE 85 PS",2016,"Diesel",120000,"500000.00"
"1484","Fiat","Fiat Punto EVO 1.3 Emotion",2020,"Diesel",70000,"450000.00"
"1485","Toyota","Toyota Fortuner 2.7 2WD AT",2019,"Petrol",70000,"2500000.00"
"1486","Mahindra","Mahindra XUV500 W10 AWD",2018,"Diesel",70000,"1225000.00"
"1487","Tata","Tata Indica V2 DLS BSII",2013,"Diesel",100000,"75000.00"
"1488","Mahindra","Mahindra KUV 100 G80 K4 Plus",2021,"Petrol",15000,"509999.00"
"1489","Hyundai","Hyundai Verna CRDi 1.6 AT EX",2021,"Diesel",25000,"1100000.00"
"1490","Tata","Tata Indigo CS LS (TDI) BS-III",2018,"Diesel",110000,"300000.00"
"1491","Honda","Honda Amaze S Petrol BSIV",2023,"Petrol",1000,"614000.00"
"1492","Hyundai","Hyundai Santro Xing XS eRLX Euro III",2009,"Petrol",52000,"145000.00"
"1493","Hyundai","Hyundai Santro AT",2009,"Petrol",66000,"145000.00"
"1494","Ford","Ford Endeavour 2.2 Titanium AT 4X2",2022,"Diesel",10000,"2800000.00"
"1495","Chevrolet","Chevrolet Spark 1.0 LT BS3",2016,"Petrol",60000,"150000.00"
"1496","Maruti","Maruti Swift LDI",2015,"Diesel",70000,"400000.00"
"1497","Tata","Tata Nano XM",2018,"Petrol",60000,"190000.00"
"1498","Mahindra","Mahindra Verito 1.5 D6 BSIII",2015,"Diesel",112198,"200000.00"
"1499","Toyota","Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV",2015,"Diesel",170000,"600000.00"
"1500","Hyundai","Hyundai i20 Magna 1.4 CRDi",2017,"Diesel",80000,"409999.00"
